display_id,loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status,loan_duration_months,risk_category,outlier_flag
1577,1577,4575,Car,4297657.95,8.04,2024-04-04,2034-04-04,Default,120,High,0
1578,1578,2050,Personal,467887.46,8.89,2023-03-04,2037-03-04,Default,168,Medium,0
1579,1579,2449,Personal,1948559.19,11.23,2024-07-22,2031-07-22,Default,84,High,0
1580,1580,2461,Home,2839825.33,6.76,2021-07-11,2026-07-11,Active,60,High,0
1581,1581,1866,Home,1000981.94,5.58,2016-05-21,2026-05-21,Active,120,High,0
1582,1582,3189,Car,3923820.88,10.54,2020-06-06,2031-06-06,Default,132,High,0
1583,1583,216,Car,4628507.88,7.29,2023-12-29,2040-12-29,Default,204,High,0
1584,1584,1590,Education,3469944.52,13.98,2011-07-27,2016-07-27,Closed,60,High,0
1585,1585,1958,Home,2046459.73,7.57,2017-07-29,2037-07-29,Default,240,High,0
1586,1586,2199,Car,1340770.23,13.77,2020-09-30,2037-09-30,Default,204,High,0
1587,1587,7,Education,4245388.74,10.32,2023-02-22,2039-02-22,Default,192,High,0
1588,1588,1334,Personal,3169408.80,9.42,2012-01-19,2026-01-19,Default,168,High,0
1589,1589,1976,Home,3654067.71,9.07,2017-07-13,2033-07-13,Default,192,High,0
1590,1590,3442,Education,2660234.60,9.26,2022-07-03,2042-07-03,Closed,240,High,0
1591,1591,4581,Car,454744.15,10.34,2024-08-04,2033-08-04,Closed,108,Medium,0
1592,1592,1734,Personal,333376.86,9.41,2018-07-05,2033-07-05,Default,180,Medium,0
1593,1593,2406,Home,3309889.78,10.20,2023-07-02,2025-07-02,Active,24,High,0
1594,1594,2575,Personal,3375528.30,6.17,2021-01-27,2022-01-27,Active,12,High,0
1595,1595,4624,Home,113026.22,12.16,2015-12-30,2022-12-30,Default,84,Medium,0
1596,1596,955,Personal,1083051.66,7.88,2020-07-26,2036-07-26,Active,192,High,0
1597,1597,908,Car,3179570.58,13.85,2019-02-20,2030-02-20,Default,132,High,0
1598,1598,788,Car,2450803.24,13.34,2024-10-25,2029-10-25,Default,60,High,0
1599,1599,3556,Home,614682.15,8.37,2014-06-29,2030-06-29,Active,192,High,0
1600,1600,40,Education,2731230.86,6.23,2017-10-08,2032-10-08,Active,180,High,0
1601,1601,4903,Education,4375592.42,9.20,2020-11-18,2022-11-18,Default,24,High,0
1602,1602,4700,Car,4215838.04,9.79,2019-09-05,2036-09-05,Active,204,High,0
1603,1603,1757,Education,2543541.59,10.24,2023-01-23,2039-01-23,Active,192,High,0
1604,1604,483,Education,1211233.01,6.13,2024-04-11,2037-04-11,Default,156,High,0
1605,1605,2228,Personal,2442787.90,7.61,2024-11-13,2036-11-13,Active,144,High,0
1606,1606,1038,Car,2232177.59,12.17,2020-07-17,2021-07-17,Active,12,High,0
1607,1607,305,Education,4793975.23,10.94,2022-10-16,2026-10-16,Closed,48,High,0
1608,1608,594,Home,2465435.06,6.77,2024-08-09,2030-08-09,Active,72,High,0
1609,1609,667,Home,1257698.12,5.43,2018-04-30,2037-04-30,Closed,228,High,0
1610,1610,2840,Personal,3197712.18,6.64,2020-10-09,2034-10-09,Default,168,High,0
1611,1611,4327,Education,1869962.35,13.91,2011-07-22,2017-07-22,Active,72,High,0
1612,1612,2163,Car,4471246.18,6.50,2016-12-21,2036-12-21,Active,240,High,0
1613,1613,4336,Education,2147543.95,10.20,2024-03-26,2038-03-26,Default,168,High,0
1614,1614,1430,Home,2250469.87,12.87,2017-01-25,2023-01-25,Closed,72,High,0
1615,1615,272,Education,4868716.48,13.92,2019-02-15,2025-02-15,Active,72,High,0
1616,1616,1053,Car,1694058.19,13.52,2012-12-30,2020-12-30,Active,96,High,0
1617,1617,1479,Car,471092.66,5.61,2015-12-19,2025-12-19,Closed,120,Medium,0
1618,1618,3817,Personal,875953.40,5.33,2022-09-10,2041-09-10,Closed,228,High,0
1619,1619,2470,Education,3675014.96,5.67,2014-02-08,2017-02-08,Closed,36,High,0
1620,1620,1242,Education,1067532.32,5.53,2017-03-03,2030-03-03,Active,156,High,0
1621,1621,2342,Home,1223473.97,9.10,2021-03-30,2026-03-30,Default,60,High,0
1622,1622,1960,Education,231519.89,12.75,2017-03-18,2025-03-18,Active,96,Medium,0
1623,1623,2220,Personal,1311381.50,9.15,2007-10-31,2015-10-31,Default,96,High,0
1624,1624,1819,Education,2987796.49,6.17,2019-12-15,2031-12-15,Closed,144,High,0
1625,1625,3709,Personal,1814379.38,10.35,2024-04-17,2025-04-17,Active,12,High,0
1626,1626,4142,Home,2238301.26,11.99,2015-10-04,2027-10-04,Default,144,High,0
1627,1627,1091,Car,4817179.21,13.35,2024-09-30,2035-09-30,Default,132,High,0
1628,1628,3469,Education,4588753.48,13.76,2010-07-07,2023-07-07,Closed,156,High,0
1629,1629,2897,Home,4877262.51,12.83,2023-11-25,2031-11-25,Closed,96,High,0
1630,1630,1194,Personal,1579218.12,13.27,2023-07-23,2025-07-23,Closed,24,High,0
1631,1631,562,Personal,1500685.83,9.98,2016-10-31,2031-10-31,Active,180,High,0
1632,1632,867,Education,3319863.16,10.95,2023-05-15,2026-05-15,Active,36,High,0
1633,1633,2018,Car,4943676.59,5.23,2013-07-05,2025-07-05,Default,144,High,0
1634,1634,1687,Personal,2049106.17,12.34,2020-01-16,2022-01-16,Closed,24,High,0
1635,1635,6,Education,4025061.40,10.13,2011-12-20,2014-12-20,Default,36,High,0
1636,1636,3816,Education,3066354.31,10.96,2013-03-15,2022-03-15,Default,108,High,0
1637,1637,2824,Car,3225500.28,9.36,2010-10-27,2027-10-27,Default,204,High,0
1638,1638,4246,Personal,4227441.34,13.24,2020-04-15,2030-04-15,Closed,120,High,0
1639,1639,4602,Personal,1435414.36,6.84,2024-11-19,2039-11-19,Active,180,High,0
1640,1640,664,Personal,1560474.71,7.20,2013-03-12,2032-03-12,Active,228,High,0
1641,1641,4596,Personal,2744498.76,9.98,2022-06-18,2030-06-18,Default,96,High,0
1642,1642,1203,Car,1655654.49,13.01,2023-05-02,2043-05-02,Closed,240,High,0
1643,1643,1204,Education,225384.80,5.31,2013-09-08,2018-09-08,Closed,60,Medium,0
1644,1644,3650,Home,4832266.30,8.83,2015-06-29,2027-06-29,Default,144,High,0
1645,1645,571,Personal,1260791.71,6.65,2022-12-04,2027-12-04,Active,60,High,0
1646,1646,825,Education,541113.46,12.89,2022-10-06,2023-10-06,Closed,12,High,0
1647,1647,4109,Personal,2902326.23,8.57,2008-08-24,2018-08-24,Active,120,High,0
1648,1648,2478,Personal,104415.15,6.75,2016-11-24,2032-11-24,Closed,192,Medium,0
1649,1649,591,Home,3522969.40,9.13,2019-06-17,2029-06-17,Active,120,High,0
1650,1650,1723,Home,3094248.22,9.00,2019-03-28,2033-03-28,Default,168,High,0
1651,1651,193,Home,3133043.70,9.48,2021-10-11,2039-10-11,Default,216,High,0
1652,1652,3505,Education,1918313.51,10.41,2024-03-11,2044-03-11,Closed,240,High,0
1653,1653,1901,Education,720252.85,7.08,2024-07-10,2041-07-10,Closed,204,High,0
1654,1654,1299,Car,1192143.42,10.34,2019-03-04,2026-03-04,Active,84,High,0
1655,1655,2169,Personal,2265634.17,10.70,2021-11-09,2038-11-09,Default,204,High,0
1656,1656,2031,Education,1413802.25,10.20,2015-05-22,2032-05-22,Active,204,High,0
1657,1657,4996,Personal,901610.19,6.64,2010-12-30,2016-12-30,Active,72,High,0
1658,1658,4203,Education,1168239.12,5.83,2017-05-22,2020-05-22,Closed,36,High,0
1659,1659,1639,Personal,2718605.65,13.71,2022-05-01,2037-05-01,Closed,180,High,0
1660,1660,3621,Personal,4028003.26,13.57,2021-08-11,2034-08-11,Active,156,High,0
1661,1661,4260,Car,2112206.88,7.68,2023-11-16,2037-11-16,Default,168,High,0
1662,1662,2211,Education,4423679.41,11.72,2023-06-06,2041-06-06,Default,216,High,0
1663,1663,2991,Education,4260671.04,8.05,2017-09-17,2021-09-17,Default,48,High,0
1664,1664,1856,Education,3594884.98,10.11,2021-09-20,2039-09-20,Default,216,High,0
1665,1665,2252,Education,2671386.16,6.42,2021-07-02,2027-07-02,Closed,72,High,0
1666,1666,3711,Car,1756084.35,5.59,2014-03-05,2019-03-05,Default,60,High,0
1667,1667,1946,Home,1483468.91,10.12,2012-09-08,2031-09-08,Default,228,High,0
1668,1668,1034,Home,1894895.93,5.83,2018-02-11,2035-02-11,Active,204,High,0
1669,1669,97,Home,4700680.43,10.78,2018-10-01,2038-10-01,Default,240,High,0
1670,1670,493,Education,4678684.12,10.15,2021-07-13,2034-07-13,Default,156,High,0
1671,1671,454,Home,3984100.44,7.71,2024-01-18,2025-01-18,Default,12,High,0
1672,1672,365,Education,912049.31,9.13,2024-03-10,2038-03-10,Closed,168,High,0
1673,1673,2391,Personal,4194463.33,12.72,2014-03-27,2032-03-27,Default,216,High,0
1674,1674,323,Car,986578.21,9.04,2023-01-29,2026-01-29,Active,36,High,0
1675,1675,4674,Personal,3779309.05,12.58,2022-09-02,2028-09-02,Active,72,High,0
1676,1676,35,Personal,4895157.02,11.86,2023-06-19,2038-06-19,Default,180,High,0
1677,1677,2878,Home,942851.24,9.37,2024-01-19,2037-01-19,Active,156,High,0
1678,1678,4987,Car,2177222.52,12.62,2022-01-19,2038-01-19,Active,192,High,0
1679,1679,4689,Car,196109.28,11.84,2019-06-25,2039-06-25,Closed,240,Medium,0
1680,1680,823,Car,2846650.52,7.56,2022-10-18,2041-10-18,Active,228,High,0
1681,1681,4234,Car,2563650.91,13.33,2016-08-06,2033-08-06,Closed,204,High,0
1682,1682,312,Personal,2715994.63,5.77,2021-01-16,2025-01-16,Default,48,High,0
1683,1683,995,Education,4683721.88,7.44,2021-01-03,2027-01-03,Closed,72,High,0
1684,1684,149,Home,3305079.18,11.37,2014-05-08,2027-05-08,Active,156,High,0
1685,1685,748,Home,3626106.72,8.35,2014-11-05,2027-11-05,Active,156,High,0
1686,1686,1446,Home,919956.55,8.46,2012-05-11,2013-05-11,Active,12,High,0
1687,1687,4461,Car,4009926.03,13.69,2014-09-29,2027-09-29,Active,156,High,0
1688,1688,3568,Personal,804813.22,11.42,2023-10-12,2039-10-12,Closed,192,High,0
1689,1689,2067,Personal,4053972.15,6.61,2018-09-12,2032-09-12,Active,168,High,0
1690,1690,4261,Personal,62431.28,12.87,2018-09-09,2029-09-09,Closed,132,Low,0
1691,1691,407,Home,1992668.92,10.55,2017-05-02,2021-05-02,Default,48,High,0
1692,1692,4760,Home,389342.47,13.93,2019-05-02,2035-05-02,Default,192,Medium,0
1693,1693,3763,Car,4167692.08,11.62,2023-11-06,2042-11-06,Active,228,High,0
1694,1694,1671,Education,3121133.41,13.34,2024-10-21,2040-10-21,Active,192,High,0
1695,1695,3967,Education,1927922.18,5.82,2014-01-05,2023-01-05,Closed,108,High,0
1696,1696,3384,Personal,4996076.50,8.11,2011-11-07,2012-11-07,Active,12,High,0
1697,1697,4092,Personal,1489634.44,6.66,2024-09-05,2035-09-05,Default,132,High,0
1698,1698,4442,Home,3896226.13,10.06,2010-12-11,2019-12-11,Closed,108,High,0
1699,1699,2991,Personal,4071396.60,6.80,2018-06-18,2032-06-18,Active,168,High,0
1700,1700,3539,Personal,2811336.33,11.75,2007-10-18,2013-10-18,Default,72,High,0
1701,1701,3547,Education,2590780.52,11.37,2020-09-30,2025-09-30,Active,60,High,0
1702,1702,1070,Personal,4679066.64,13.97,2024-05-07,2044-05-07,Active,240,High,0
1703,1703,3886,Home,1971217.14,5.13,2022-10-21,2031-10-21,Active,108,High,0
1704,1704,2683,Education,3897088.35,11.04,2024-10-12,2026-10-12,Active,24,High,0
1705,1705,1210,Home,2287832.97,8.08,2017-07-05,2024-07-05,Active,84,High,0
1706,1706,2203,Education,162017.66,12.71,2019-11-07,2031-11-07,Closed,144,Medium,0
1707,1707,28,Car,1215553.24,11.62,2015-12-06,2028-12-06,Default,156,High,0
1708,1708,2687,Education,1349114.08,9.42,2019-08-22,2038-08-22,Closed,228,High,0
1709,1709,4762,Home,1082899.68,9.87,2019-01-03,2030-01-03,Default,132,High,0
1710,1710,4231,Home,773947.16,8.75,2024-09-15,2028-09-15,Closed,48,High,0
1711,1711,4883,Personal,1257096.09,13.19,2024-07-21,2041-07-21,Default,204,High,0
1712,1712,2339,Education,611759.70,5.63,2024-11-17,2036-11-17,Closed,144,High,0
1713,1713,122,Education,3773634.67,8.36,2015-05-12,2030-05-12,Closed,180,High,0
1714,1714,134,Personal,693001.54,13.28,2024-01-26,2031-01-26,Closed,84,High,0
1715,1715,4650,Car,2500625.28,11.06,2022-02-10,2035-02-10,Active,156,High,0
1716,1716,777,Education,3274416.57,9.48,2018-08-09,2019-08-09,Closed,12,High,0
1717,1717,2856,Education,1515807.68,10.43,2017-06-30,2037-06-30,Closed,240,High,0
1718,1718,3478,Personal,3154350.17,9.65,2024-11-22,2040-11-22,Closed,192,High,0
1719,1719,1910,Car,3966115.41,7.26,2012-11-09,2023-11-09,Closed,132,High,0
1720,1720,3578,Car,406828.74,8.73,2024-01-14,2026-01-14,Default,24,Medium,0
1721,1721,1758,Home,144575.87,13.39,2017-02-02,2035-02-02,Default,216,Medium,0
1722,1722,3971,Home,2124723.61,13.13,2013-04-13,2032-04-13,Default,228,High,0
1723,1723,3081,Personal,1418007.25,6.78,2024-01-28,2027-01-28,Closed,36,High,0
1724,1724,4795,Education,4512208.31,10.93,2024-03-22,2035-03-22,Active,132,High,0
1725,1725,1472,Home,493442.88,6.83,2018-09-26,2022-09-26,Closed,48,Medium,0
1726,1726,577,Car,2248189.03,7.42,2022-09-17,2042-09-17,Active,240,High,0
1727,1727,1495,Car,3805307.98,11.35,2024-04-20,2041-04-20,Active,204,High,0
1728,1728,4414,Education,1089395.32,5.07,2019-06-22,2026-06-22,Closed,84,High,0
1729,1729,3305,Home,3425452.85,9.72,2023-05-10,2042-05-10,Default,228,High,0
1730,1730,3585,Car,533799.28,6.46,2020-10-26,2022-10-26,Closed,24,High,0
1731,1731,3960,Education,3443633.42,6.46,2011-11-19,2031-11-19,Default,240,High,0
1732,1732,3231,Home,1452879.81,6.35,2020-11-13,2033-11-13,Closed,156,High,0
1733,1733,1798,Car,247608.06,7.33,2022-10-20,2034-10-20,Default,144,Medium,0
1734,1734,2326,Home,147409.19,13.19,2023-04-15,2035-04-15,Active,144,Medium,0
1735,1735,1124,Home,4996636.36,8.43,2024-08-28,2027-08-28,Active,36,High,0
1736,1736,4786,Education,1871529.93,5.97,2017-07-08,2023-07-08,Closed,72,High,0
1737,1737,1156,Home,2925866.96,5.59,2018-01-31,2036-01-31,Default,216,High,0
1738,1738,2407,Home,3328853.90,13.61,2022-07-30,2033-07-30,Closed,132,High,0
1739,1739,4303,Personal,1557682.65,8.87,2019-05-20,2038-05-20,Active,228,High,0
1740,1740,1106,Car,921946.24,13.60,2009-03-11,2011-03-11,Default,24,High,0
1741,1741,1749,Home,1549751.75,7.47,2014-09-23,2021-09-23,Active,84,High,0
1742,1742,69,Home,531807.11,5.68,2022-08-13,2033-08-13,Active,132,High,0
1743,1743,4885,Education,3044369.76,12.65,2022-06-18,2042-06-18,Active,240,High,0
1744,1744,1813,Car,1380497.05,13.61,2011-01-11,2029-01-11,Default,216,High,0
1745,1745,4167,Car,1179215.64,8.87,2024-03-11,2036-03-11,Active,144,High,0
1746,1746,2187,Personal,4099545.14,10.99,2008-02-09,2020-02-09,Default,144,High,0
1747,1747,2852,Education,2529644.59,7.18,2016-04-05,2032-04-05,Active,192,High,0
1748,1748,2400,Home,2546717.97,13.57,2024-11-27,2033-11-27,Default,108,High,0
1749,1749,1753,Car,3994955.08,10.97,2020-08-19,2032-08-19,Default,144,High,0
1750,1750,4570,Home,2019567.52,9.77,2015-02-28,2023-02-28,Active,96,High,0
1751,1751,3335,Education,2776510.14,10.39,2020-01-21,2027-01-21,Active,84,High,0
1752,1752,1627,Education,637594.45,12.76,2022-01-06,2026-01-06,Closed,48,High,0
1753,1753,4055,Education,899603.66,9.30,2015-10-25,2019-10-25,Closed,48,High,0
1754,1754,4122,Personal,2171247.32,7.82,2021-06-05,2031-06-05,Active,120,High,0
1755,1755,4001,Home,2885486.28,7.11,2024-07-21,2037-07-21,Closed,156,High,0
1756,1756,4953,Education,920235.96,12.61,2022-11-08,2024-11-08,Active,24,High,0
1757,1757,2267,Education,4620979.21,5.03,2024-03-10,2029-03-10,Closed,60,High,0
1758,1758,908,Car,1225580.08,12.95,2014-07-30,2016-07-30,Default,24,High,0
1759,1759,2710,Personal,4255973.50,10.52,2023-02-08,2025-02-08,Closed,24,High,0
1760,1760,3855,Education,2749106.21,9.41,2019-08-04,2035-08-04,Closed,192,High,0
1761,1761,3195,Home,1369125.20,8.46,2023-07-28,2026-07-28,Default,36,High,0
1762,1762,1093,Personal,1772622.70,7.20,2019-03-22,2027-03-22,Active,96,High,0
1763,1763,1749,Car,4173030.03,6.95,2023-02-10,2040-02-10,Closed,204,High,0
1764,1764,3933,Car,4366974.67,7.36,2011-07-08,2030-07-08,Default,228,High,0
1765,1765,785,Car,3776292.28,7.01,2023-03-10,2029-03-10,Active,72,High,0
1766,1766,3862,Education,4326878.93,6.40,2023-09-08,2041-09-08,Active,216,High,0
1767,1767,85,Education,3203404.16,11.83,2008-07-04,2011-07-04,Active,36,High,0
1768,1768,3050,Car,4532327.86,9.84,2023-08-08,2035-08-08,Closed,144,High,0
1769,1769,3506,Car,4987501.06,8.05,2015-05-01,2031-05-01,Default,192,High,0
1770,1770,3101,Home,2648358.75,9.88,2020-06-20,2040-06-20,Default,240,High,0
1771,1771,2723,Home,2225925.42,11.50,2020-02-23,2040-02-23,Closed,240,High,0
1772,1772,4754,Education,2241552.52,12.19,2018-03-04,2025-03-04,Active,84,High,0
1773,1773,4137,Home,1248417.15,6.56,2024-10-31,2036-10-31,Default,144,High,0
1774,1774,1504,Car,3478318.91,5.74,2015-01-02,2031-01-02,Default,192,High,0
1775,1775,2336,Car,1705446.49,10.34,2014-01-30,2022-01-30,Closed,96,High,0
1776,1776,2,Home,1412572.11,5.83,2017-02-23,2033-02-23,Active,192,High,0
1777,1777,3707,Personal,3401800.49,9.37,2023-07-14,2025-07-14,Closed,24,High,0
1778,1778,2189,Car,3968645.17,5.43,2020-11-09,2021-11-09,Closed,12,High,0
1779,1779,2749,Car,4676027.06,10.95,2024-03-19,2028-03-19,Active,48,High,0
1780,1780,3080,Car,3999204.47,10.71,2023-12-21,2038-12-21,Default,180,High,0
1781,1781,2848,Education,684877.24,6.28,2017-05-11,2033-05-11,Closed,192,High,0
1782,1782,4036,Home,554110.53,13.59,2024-08-25,2040-08-25,Closed,192,High,0
1783,1783,4048,Education,655438.18,5.55,2019-03-31,2026-03-31,Active,84,High,0
1784,1784,1324,Education,1004176.64,12.33,2007-03-12,2010-03-12,Active,36,High,0
1785,1785,2695,Car,4871003.48,12.30,2017-07-23,2023-07-23,Active,72,High,0
1786,1786,2473,Personal,4942360.88,10.68,2012-01-29,2027-01-29,Default,180,High,0
1787,1787,170,Car,1520529.16,12.98,2022-07-05,2027-07-05,Default,60,High,0
1788,1788,760,Home,488264.79,9.98,2024-06-29,2032-06-29,Closed,96,Medium,0
1789,1789,1294,Home,2290807.11,8.23,2022-02-07,2035-02-07,Closed,156,High,0
1790,1790,3434,Home,351354.02,11.83,2017-12-07,2020-12-07,Active,36,Medium,0
1791,1791,3873,Education,4701459.35,9.13,2020-01-24,2039-01-24,Closed,228,High,0
1792,1792,4109,Car,1916276.86,6.65,2015-07-08,2031-07-08,Default,192,High,0
1793,1793,2884,Education,4948873.92,6.47,2024-12-13,2041-12-13,Active,204,High,0
1794,1794,2884,Car,2239733.09,12.39,2024-09-03,2027-09-03,Closed,36,High,0
1795,1795,513,Personal,1171348.82,6.57,2024-06-10,2031-06-10,Closed,84,High,0
1796,1796,104,Personal,2701196.22,12.76,2019-01-31,2028-01-31,Active,108,High,0
1797,1797,911,Education,3915300.58,7.95,2019-09-25,2021-09-25,Default,24,High,0
1798,1798,3546,Home,3337104.16,5.66,2009-09-11,2021-09-11,Default,144,High,0
1799,1799,1916,Car,3681281.32,5.14,2024-07-28,2040-07-28,Closed,192,High,0
1800,1800,595,Education,424961.41,12.69,2023-07-28,2040-07-28,Closed,204,Medium,0
1801,1801,2656,Personal,853300.77,11.53,2020-04-18,2026-04-18,Closed,72,High,0
1802,1802,4238,Home,4762862.60,13.32,2023-06-15,2024-06-15,Closed,12,High,0
1803,1803,2405,Car,1132323.35,5.25,2018-11-12,2038-11-12,Active,240,High,0
1804,1804,155,Personal,3420782.37,8.22,2024-04-24,2027-04-24,Closed,36,High,0
1805,1805,2031,Home,3387587.27,11.80,2023-06-26,2028-06-26,Active,60,High,0
1806,1806,2833,Education,4609747.17,7.44,2016-06-14,2036-06-14,Active,240,High,0
1807,1807,1386,Car,1796942.99,13.52,2023-02-01,2032-02-01,Closed,108,High,0
1808,1808,483,Education,2214459.82,7.23,2024-03-23,2026-03-23,Closed,24,High,0
1809,1809,4774,Personal,2545557.34,12.88,2008-06-06,2018-06-06,Default,120,High,0
1810,1810,3460,Education,490930.07,13.37,2023-06-07,2032-06-07,Closed,108,Medium,0
1811,1811,3673,Car,2072953.36,5.42,2023-07-25,2027-07-25,Default,48,High,0
1812,1812,1216,Car,3826105.98,13.34,2019-10-05,2031-10-05,Default,144,High,0
1813,1813,4063,Home,2786174.66,12.42,2024-03-29,2036-03-29,Default,144,High,0
1814,1814,1396,Personal,805143.11,6.57,2023-05-05,2038-05-05,Default,180,High,0
1815,1815,62,Personal,2738552.97,11.49,2024-04-03,2029-04-03,Default,60,High,0
1816,1816,2103,Personal,3906125.46,6.29,2024-12-13,2033-12-13,Closed,108,High,0
1817,1817,1136,Education,1564554.64,7.90,2009-01-12,2022-01-12,Default,156,High,0
1818,1818,868,Home,4351285.82,8.22,2010-10-21,2015-10-21,Closed,60,High,0
1819,1819,3526,Car,548390.95,5.16,2014-03-19,2020-03-19,Closed,72,High,0
1820,1820,4508,Car,852025.01,10.61,2024-12-05,2036-12-05,Default,144,High,0
1821,1821,3048,Home,3134415.41,7.92,2023-12-07,2034-12-07,Closed,132,High,0
1822,1822,2591,Education,1911166.64,5.07,2012-10-11,2026-10-11,Default,168,High,0
1823,1823,1436,Home,1836649.56,9.95,2015-11-02,2028-11-02,Default,156,High,0
1824,1824,3041,Home,4217408.74,9.25,2023-10-21,2029-10-21,Active,72,High,0
1825,1825,2796,Personal,3280065.77,5.18,2018-11-08,2027-11-08,Active,108,High,0
1826,1826,1426,Personal,751936.33,5.34,2017-07-27,2018-07-27,Active,12,High,0
1827,1827,4413,Education,734461.80,8.14,2020-07-31,2032-07-31,Closed,144,High,0
1828,1828,86,Personal,3933847.37,6.24,2014-08-04,2016-08-04,Default,24,High,0
1829,1829,2021,Home,2583863.55,9.39,2014-10-29,2026-10-29,Default,144,High,0
1830,1830,3321,Car,690973.87,12.45,2024-12-31,2037-12-31,Active,156,High,0
1831,1831,3145,Education,2627429.41,11.15,2011-08-12,2023-08-12,Active,144,High,0
1832,1832,4536,Car,1460249.92,11.15,2024-06-17,2025-06-17,Closed,12,High,0
1833,1833,3247,Personal,4076775.48,11.86,2022-07-23,2024-07-23,Active,24,High,0
1834,1834,2583,Education,4032094.66,11.56,2012-01-19,2028-01-19,Closed,192,High,0
1835,1835,3279,Education,1875733.73,6.97,2023-05-20,2026-05-20,Closed,36,High,0
1836,1836,627,Education,1507737.04,12.75,2023-04-03,2041-04-03,Default,216,High,0
1837,1837,792,Education,2406399.88,5.77,2016-11-25,2032-11-25,Default,192,High,0
1838,1838,4305,Personal,1197067.82,13.95,2018-06-29,2020-06-29,Closed,24,High,0
1839,1839,2123,Personal,2764662.06,10.05,2021-04-17,2033-04-17,Active,144,High,0
1840,1840,1208,Education,3331654.76,5.94,2021-08-23,2031-08-23,Closed,120,High,0
1841,1841,3758,Car,1506887.72,11.70,2020-08-02,2023-08-02,Default,36,High,0
1842,1842,2665,Education,138687.85,10.89,2018-07-13,2031-07-13,Active,156,Medium,0
1843,1843,4770,Personal,2186743.42,8.26,2018-03-19,2026-03-19,Active,96,High,0
1844,1844,156,Home,117883.99,9.63,2022-08-17,2041-08-17,Default,228,Medium,0
1845,1845,330,Car,4179841.92,6.76,2020-07-13,2022-07-13,Closed,24,High,0
1846,1846,930,Car,3198492.39,9.67,2024-01-04,2043-01-04,Default,228,High,0
1847,1847,236,Car,4903782.13,8.29,2014-09-16,2015-09-16,Default,12,High,0
1848,1848,4873,Education,1537454.18,9.17,2017-08-27,2030-08-27,Active,156,High,0
1849,1849,3644,Personal,2392157.33,10.34,2013-01-27,2016-01-27,Active,36,High,0
1850,1850,961,Home,241467.18,12.02,2023-04-29,2036-04-29,Closed,156,Medium,0
1851,1851,4407,Home,4867687.15,12.65,2024-08-20,2034-08-20,Default,120,High,0
1852,1852,4473,Car,3805408.86,7.17,2024-10-01,2041-10-01,Active,204,High,0
1853,1853,2603,Car,2944879.03,12.93,2015-01-01,2030-01-01,Active,180,High,0
1854,1854,4192,Personal,3519267.99,12.32,2020-05-21,2023-05-21,Active,36,High,0
1855,1855,4041,Personal,3975046.26,11.08,2022-12-25,2033-12-25,Default,132,High,0
1856,1856,4972,Education,3494387.66,7.49,2022-08-28,2029-08-28,Default,84,High,0
1857,1857,3107,Home,105027.21,9.66,2013-01-26,2025-01-26,Default,144,Medium,0
1858,1858,4793,Education,170270.36,10.05,2015-11-04,2025-11-04,Active,120,Medium,0
1859,1859,3730,Personal,1503298.93,7.59,2024-03-19,2044-03-19,Closed,240,High,0
1860,1860,3413,Education,1395131.02,12.01,2013-05-18,2018-05-18,Closed,60,High,0
1861,1861,3185,Home,3116299.12,11.98,2006-11-20,2007-11-20,Active,12,High,0
1862,1862,3633,Home,1014335.00,5.27,2024-11-12,2036-11-12,Closed,144,High,0
1863,1863,4898,Education,744830.77,10.63,2018-02-19,2026-02-19,Active,96,High,0
1864,1864,4919,Education,2324607.36,7.06,2024-05-19,2041-05-19,Active,204,High,0
1865,1865,3257,Home,2585695.63,7.23,2023-06-11,2024-06-11,Closed,12,High,0
1866,1866,4250,Car,890279.03,9.47,2011-10-28,2019-10-28,Default,96,High,0
1867,1867,1501,Education,4064773.51,11.13,2017-05-25,2033-05-25,Default,192,High,0
1868,1868,4983,Education,3677096.58,6.76,2014-03-18,2021-03-18,Closed,84,High,0
1869,1869,4778,Car,2116029.50,12.75,2023-11-21,2041-11-21,Closed,216,High,0
1870,1870,4596,Personal,369474.53,6.90,2023-11-26,2035-11-26,Default,144,Medium,0
1871,1871,1265,Car,606885.22,13.02,2021-02-24,2038-02-24,Active,204,High,0
1872,1872,1613,Car,489557.63,7.01,2022-06-20,2039-06-20,Default,204,Medium,0
1873,1873,2586,Home,786127.09,7.97,2024-12-31,2042-12-31,Active,216,High,0
1874,1874,3484,Car,230765.99,8.98,2022-10-30,2024-10-30,Closed,24,Medium,0
1875,1875,741,Car,3831234.99,8.02,2023-09-22,2042-09-22,Default,228,High,0
1876,1876,1638,Personal,4722306.86,13.34,2010-10-03,2015-10-03,Active,60,High,0
1877,1877,4648,Education,558830.23,11.33,2022-09-13,2035-09-13,Default,156,High,0
1878,1878,2608,Car,396415.06,12.25,2019-07-24,2033-07-24,Default,168,Medium,0
1879,1879,3510,Personal,2429315.97,9.21,2024-07-09,2042-07-09,Default,216,High,0
1880,1880,4649,Car,1988022.00,6.52,2010-10-11,2029-10-11,Closed,228,High,0
1881,1881,3133,Home,612819.77,6.66,2020-11-18,2039-11-18,Default,228,High,0
1882,1882,4273,Personal,546357.35,7.71,2018-09-23,2025-09-23,Closed,84,High,0
1883,1883,2669,Car,4483670.60,9.65,2024-09-04,2034-09-04,Default,120,High,0
